Arthela,YR,Date DD/MM/ÅÅÅÅ
Rosenfink, Carpodacus erythrinus,2014,20/05/2014
Rosenfink, Carpodacus erythrinus,2015,22/05/2015
Rosenfink, Carpodacus erythrinus,2016,28/05/2016
Rosenfink, Carpodacus erythrinus,2017,21/05/2017
Rostgumpsvala, Hirundo daurica,2003,14/06/2003
Turturduva, Streptopelia turtur,1960,02/06/1960
Turturduva, Streptopelia turtur,1969,18/05/1969
Turturduva, Streptopelia turtur,1974,23/05/1974
Turturduva, Streptopelia turtur,1975,14/05/1975
Turturduva, Streptopelia turtur,1976,06/06/1976
Turturduva, Streptopelia turtur,1979,03/06/1979
Turturduva, Streptopelia turtur,1980,04/06/1980
Turturduva, Streptopelia turtur,1987,22/05/1987
Turturduva, Streptopelia turtur,2006,15/06/2006
Råka, Corvus frugilegus,1980,29/03/1980
Rödhake, Erithacus rubecula,1950,13/05/1950
Rödhake, Erithacus rubecula,1951,01/05/1951
Rödhake, Erithacus rubecula,1952,19/04/1952
Rödhake, Erithacus rubecula,1953,24/04/1953
Rödhake, Erithacus rubecula,1954,17/05/1954
Rödhake, Erithacus rubecula,1955,27/04/1955
Rödhake, Erithacus rubecula,1956,03/05/1956
Rödhake, Erithacus rubecula,1957,25/04/1957
Rödhake, Erithacus rubecula,1958,30/04/1958
Rödhake, Erithacus rubecula,1959,15/04/1959
Rödhake, Erithacus rubecula,1960,07/05/1960
Rödhake, Erithacus rubecula,1961,13/04/1961
Rödhake, Erithacus rubecula,1962,04/05/1962
Rödhake, Erithacus rubecula,1963,26/04/1963
Rödhake, Erithacus rubecula,1964,18/04/1964
Rödhake, Erithacus rubecula,1965,24/04/1965
Rödhake, Erithacus rubecula,1966,08/04/1966
Rödhake, Erithacus rubecula,1967,29/04/1967
Rödhake, Erithacus rubecula,1968,17/04/1968
Rödhake, Erithacus rubecula,1969,29/04/1969
Rödhake, Erithacus rubecula,1970,30/04/1970
Rödhake, Erithacus rubecula,1971,25/04/1971
Rödhake, Erithacus rubecula,1972,29/04/1972
Rödhake, Erithacus rubecula,1973,30/04/1973
Rödhake, Erithacus rubecula,1974,03/05/1974
Rödhake, Erithacus rubecula,1975,24/04/1975
Rödhake, Erithacus rubecula,1976,26/04/1976
Rödhake, Erithacus rubecula,1977,25/04/1977
Rödhake, Erithacus rubecula,1978,27/04/1978
Rödhake, Erithacus rubecula,1979,25/04/1979
Rödhake, Erithacus rubecula,1980,29/04/1980
Rödhake, Erithacus rubecula,1981,17/04/1981
Rödhake, Erithacus rubecula,1982,23/04/1982
Rödhake, Erithacus rubecula,1983,21/04/1983
Rödhake, Erithacus rubecula,1984,24/04/1984
Rödhake, Erithacus rubecula,1985,20/04/1985
Rödhake, Erithacus rubecula,1986,27/04/1986
Rödhake, Erithacus rubecula,1987,21/04/1987
Rödhake, Erithacus rubecula,1988,15/04/1988
Rödhake, Erithacus rubecula,1989,23/04/1989
Rödhake, Erithacus rubecula,1990,29/04/1990
Rödhake, Erithacus rubecula,1991,26/04/1991
Rödhake, Erithacus rubecula,1992,19/04/1992
Rödhake, Erithacus rubecula,1993,19/04/1993
Rödhake, Erithacus rubecula,1994,21/04/1994
Rödhake, Erithacus rubecula,1995,24/04/1995
Rödhake, Erithacus rubecula,1996,20/04/1996
Rödhake, Erithacus rubecula,1997,25/04/1997
Rödhake, Erithacus rubecula,1998,16/04/1998
Rödhake, Erithacus rubecula,1999,19/04/1999
Rödhake, Erithacus rubecula,2000,13/04/2000
Rödhake, Erithacus rubecula,2001,16/04/2001
Rödhake, Erithacus rubecula,2002,20/04/2002
Rödhake, Erithacus rubecula,2003,20/04/2003
Rödhake, Erithacus rubecula,2004,20/04/2004
Rödhake, Erithacus rubecula,2005,17/04/2005
Rödhake, Erithacus rubecula,2006,11/04/2006
Rödhake, Erithacus rubecula,2007,17/04/2007
Rödhake, Erithacus rubecula,2008,20/04/2008
Rödhake, Erithacus rubecula,2009,14/04/2009
Rödhake, Erithacus rubecula,2010,18/04/2010
Rödhake, Erithacus rubecula,2011,17/04/2011
Rödhake, Erithacus rubecula,2012,16/04/2012
Rödhake, Erithacus rubecula,2013,16/04/2013
Rödhake, Erithacus rubecula,2014,10/04/2014
Rödhake, Erithacus rubecula,2015,22/04/2015
Rödhake, Erithacus rubecula,2016,17/04/2016
Rödhake, Erithacus rubecula,2017,16/04/2017
Rörhöna, Gallinula chloropus,1956,28/04/1956
Rörhöna, Gallinula chloropus,1969,23/04/1969
Rörhöna, Gallinula chloropus,1973,21/04/1973
Rörhöna, Gallinula chloropus,1980,01/05/1980
Rörhöna, Gallinula chloropus,1985,23/04/1985
Rörhöna, Gallinula chloropus,2014,06/04/2014
Rödstjärt, Phoenicurus phoenicurus,1950,23/05/1950
Rödstjärt, Phoenicurus phoenicurus,1951,12/05/1951
Rödstjärt, Phoenicurus phoenicurus,1952,11/05/1952
Rödstjärt, Phoenicurus phoenicurus,1953,10/05/1953
Rödstjärt, Phoenicurus phoenicurus,1954,22/05/1954
Rödstjärt, Phoenicurus phoenicurus,1955,14/05/1955
Rödstjärt, Phoenicurus phoenicurus,1956,17/05/1956
Rödstjärt, Phoenicurus phoenicurus,1957,23/05/1957
Rödstjärt, Phoenicurus phoenicurus,1958,20/05/1958
Rödstjärt, Phoenicurus phoenicurus,1959,20/05/1959
Rödstjärt, Phoenicurus phoenicurus,1960,17/05/1960
Rödstjärt, Phoenicurus phoenicurus,1961,17/05/1961
Rödstjärt, Phoenicurus phoenicurus,1962,17/05/1962
Rödstjärt, Phoenicurus phoenicurus,1963,20/05/1963
Rödstjärt, Phoenicurus phoenicurus,1964,14/05/1964
Rödstjärt, Phoenicurus phoenicurus,1965,16/05/1965
Rödstjärt, Phoenicurus phoenicurus,1967,08/05/1967
Rödstjärt, Phoenicurus phoenicurus,1968,12/05/1968
Rödstjärt, Phoenicurus phoenicurus,1969,23/05/1969
Rödstjärt, Phoenicurus phoenicurus,1970,19/05/1970
Rödstjärt, Phoenicurus phoenicurus,1971,20/05/1971
Rödstjärt, Phoenicurus phoenicurus,1972,19/05/1972
Rödstjärt, Phoenicurus phoenicurus,1973,21/05/1973
Rödstjärt, Phoenicurus phoenicurus,1974,22/05/1974
Rödstjärt, Phoenicurus phoenicurus,1975,21/05/1975
Rödstjärt, Phoenicurus phoenicurus,1976,17/05/1976
Rödstjärt, Phoenicurus phoenicurus,1977,19/05/1977
Rödstjärt, Phoenicurus phoenicurus,1978,21/05/1978
Rödstjärt, Phoenicurus phoenicurus,1979,18/05/1979
Rödstjärt, Phoenicurus phoenicurus,1980,21/05/1980
Rödstjärt, Phoenicurus phoenicurus,1981,19/05/1981
Rödstjärt, Phoenicurus phoenicurus,1982,18/05/1982
Rödstjärt, Phoenicurus phoenicurus,1983,13/05/1983
Rödstjärt, Phoenicurus phoenicurus,1984,22/05/1984
Rödstjärt, Phoenicurus phoenicurus,1985,17/05/1985
Rödstjärt, Phoenicurus phoenicurus,1986,17/05/1986
Rödstjärt, Phoenicurus phoenicurus,1987,18/05/1987
Rödstjärt, Phoenicurus phoenicurus,1988,20/05/1988
Rödstjärt, Phoenicurus phoenicurus,1989,11/05/1989
Rödstjärt, Phoenicurus phoenicurus,1990,17/05/1990
Rödstjärt, Phoenicurus phoenicurus,1991,25/05/1991
Rödstjärt, Phoenicurus phoenicurus,1992,11/05/1992
Rödstjärt, Phoenicurus phoenicurus,1993,16/05/1993
Rödstjärt, Phoenicurus phoenicurus,1994,15/05/1994
Rödstjärt, Phoenicurus phoenicurus,1995,11/05/1995
Rödstjärt, Phoenicurus phoenicurus,1996,21/05/1996
Rödstjärt, Phoenicurus phoenicurus,1997,13/05/1997
Rödstjärt, Phoenicurus phoenicurus,1998,21/05/1998
Rödstjärt, Phoenicurus phoenicurus,1999,13/05/1999
Rödstjärt, Phoenicurus phoenicurus,2000,13/05/2000
Rödstjärt, Phoenicurus phoenicurus,2001,20/05/2001
Rödstjärt, Phoenicurus phoenicurus,2002,16/05/2002
Rödstjärt, Phoenicurus phoenicurus,2003,12/05/2003
Rödstjärt, Phoenicurus phoenicurus,2004,17/05/2004
Rödstjärt, Phoenicurus phoenicurus,2005,14/05/2005
Rödstjärt, Phoenicurus phoenicurus,2006,14/05/2006
Rödstjärt, Phoenicurus phoenicurus,2007,12/05/2007
Rödstjärt, Phoenicurus phoenicurus,2008,09/05/2008
Rödstjärt, Phoenicurus phoenicurus,2009,14/05/2009
Rödstjärt, Phoenicurus phoenicurus,2010,16/05/2010
Rödstjärt, Phoenicurus phoenicurus,2011,10/05/2011
Rödstjärt, Phoenicurus phoenicurus,2012,09/05/2012
Rödstjärt, Phoenicurus phoenicurus,2013,13/05/2013
Rödstjärt, Phoenicurus phoenicurus,2014,14/05/2014
Rödstjärt, Phoenicurus phoenicurus,2015,09/05/2015
Rödstjärt, Phoenicurus phoenicurus,2016,10/05/2016
Rödstjärt, Phoenicurus phoenicurus,2017,14/05/2017
Rödvingetrast, Turdus iliacus,1951,29/04/1951
Rödvingetrast, Turdus iliacus,1952,21/04/1952
Rödvingetrast, Turdus iliacus,1953,28/04/1953
Rödvingetrast, Turdus iliacus,1954,18/05/1954
Rödvingetrast, Turdus iliacus,1955,26/04/1955
Rödvingetrast, Turdus iliacus,1956,01/04/1956
Rödvingetrast, Turdus iliacus,1957,22/04/1957
Rödvingetrast, Turdus iliacus,1958,24/04/1958
Rödvingetrast, Turdus iliacus,1959,09/04/1959
Rödvingetrast, Turdus iliacus,1960,02/05/1960
Rödvingetrast, Turdus iliacus,1961,13/04/1961
Rödvingetrast, Turdus iliacus,1962,05/05/1962
Rödvingetrast, Turdus iliacus,1963,20/04/1963
Rödvingetrast, Turdus iliacus,1964,25/04/1964
Rödvingetrast, Turdus iliacus,1965,20/04/1965
Rödvingetrast, Turdus iliacus,1967,03/05/1967
Rödvingetrast, Turdus iliacus,1968,10/04/1968
Rödvingetrast, Turdus iliacus,1969,25/04/1969
Rödvingetrast, Turdus iliacus,1970,25/04/1970
Rödvingetrast, Turdus iliacus,1971,15/04/1971
Rödvingetrast, Turdus iliacus,1972,10/04/1972
Rödvingetrast, Turdus iliacus,1973,20/04/1973
Rödvingetrast, Turdus iliacus,1974,27/04/1974
Rödvingetrast, Turdus iliacus,1975,17/04/1975
Rödvingetrast, Turdus iliacus,1976,14/04/1976
Rödvingetrast, Turdus iliacus,1977,20/04/1977
Rödvingetrast, Turdus iliacus,1978,21/04/1978
Rödvingetrast, Turdus iliacus,1979,23/04/1979
Rödvingetrast, Turdus iliacus,1980,19/04/1980
Rödvingetrast, Turdus iliacus,1981,14/04/1981
Rödvingetrast, Turdus iliacus,1982,15/04/1982
Rödvingetrast, Turdus iliacus,1983,10/04/1983
Rödvingetrast, Turdus iliacus,1984,16/04/1984
Rödvingetrast, Turdus iliacus,1985,16/04/1985
Rödvingetrast, Turdus iliacus,1986,21/04/1986
Rödvingetrast, Turdus iliacus,1987,18/04/1987
Rödvingetrast, Turdus iliacus,1988,15/04/1988
Rödvingetrast, Turdus iliacus,1989,09/04/1989
Rödvingetrast, Turdus iliacus,1990,08/04/1990
Rödvingetrast, Turdus iliacus,1991,15/04/1991
Rödvingetrast, Turdus iliacus,1992,09/04/1992
Rödvingetrast, Turdus iliacus,1993,02/04/1993
Rödvingetrast, Turdus iliacus,1994,15/04/1994
Rödvingetrast, Turdus iliacus,1995,21/04/1995
Rödvingetrast, Turdus iliacus,1996,17/04/1996
Rödvingetrast, Turdus iliacus,1997,26/04/1997
Rödvingetrast, Turdus iliacus,1998,11/04/1998
Rödvingetrast, Turdus iliacus,1999,11/04/1999
Rödvingetrast, Turdus iliacus,2000,07/04/2000
Rödvingetrast, Turdus iliacus,2001,17/04/2001
Rödvingetrast, Turdus iliacus,2002,17/04/2002
Rödvingetrast, Turdus iliacus,2003,21/04/2003
Rödvingetrast, Turdus iliacus,2004,11/04/2004
Rödvingetrast, Turdus iliacus,2005,05/04/2005
Rödvingetrast, Turdus iliacus,2006,10/04/2006
Rödvingetrast, Turdus iliacus,2007,06/04/2007
Rödvingetrast, Turdus iliacus,2008,08/04/2008
Rödvingetrast, Turdus iliacus,2009,06/04/2009
Rödvingetrast, Turdus iliacus,2010,03/04/2010
Rödvingetrast, Turdus iliacus,2011,06/04/2011
Rödvingetrast, Turdus iliacus,2012,08/04/2012
Rödvingetrast, Turdus iliacus,2013,15/04/2013
Rödvingetrast, Turdus iliacus,2014,07/04/2014
Rödvingetrast, Turdus iliacus,2015,14/04/2015
Rödvingetrast, Turdus iliacus,2016,05/04/2016
Rödvingetrast, Turdus iliacus,2017,07/04/2017
Rödhuvad törnskata, Lanius senator,1962,10/05/1962
Rödhuvad törnskata, Lanius senator,1966,26/04/1966
Sammetshätta, Sylvia melanocephala,1980,21/05/1980
Sammetshätta, Sylvia melanocephala,1989,06/06/1989
Sidensvans, Bombycilla garrulus,1957,10/05/1957
Sidensvans, Bombycilla garrulus,1959,13/04/1959
Sidensvans, Bombycilla garrulus,1960,18/05/1960
Sidensvans, Bombycilla garrulus,1961,11/04/1961
Sidensvans, Bombycilla garrulus,1964,04/04/1964
Sidensvans, Bombycilla garrulus,1976,28/04/1976
Sidensvans, Bombycilla garrulus,1986,08/04/1986
Sidensvans, Bombycilla garrulus,1990,01/05/1990
Sidensvans, Bombycilla garrulus,1991,05/05/1991
Sidensvans, Bombycilla garrulus,1996,30/04/1996
Sidensvans, Bombycilla garrulus,1999,15/05/1999
Sidensvans, Bombycilla garrulus,2006,01/05/2006
Sidensvans, Bombycilla garrulus,2013,12/04/2013
Skata, Pica pica,1976,21/04/1976
Skata, Pica pica,1983,09/06/1983
Skata, Pica pica,1984,15/03/1984
Skata, Pica pica,1995,19/03/1995
Skogsduva, Columba oenas,1977,28/03/1977
Småfläckig sumphöna, Porzana porzana,1963,11/04/1963
Småfläckig sumphöna, Porzana porzana,1972,11/06/1972
Småfläckig sumphöna, Porzana porzana,1993,09/05/1993
Småfläckig sumphöna, Porzana porzana,1996,23/05/1996
Snösparv, Plectrophenax nivalis,1961,19/03/1961
Snösparv, Plectrophenax nivalis,1971,21/03/1971
Snösparv, Plectrophenax nivalis,1976,03/04/1976
Sommargylling, Oriolus oriolus,1961,02/06/1961
Sommargylling, Oriolus oriolus,1980,04/06/1980
Sommargylling, Oriolus oriolus,1991,08/06/1991
Sommargylling, Oriolus oriolus,1997,01/06/1997
Sommargylling, Oriolus oriolus,2010,16/05/2010
Sparvhök, Accipiter nisus,1953,24/05/1953
Sparvhök, Accipiter nisus,1955,12/05/1955
Sparvhök, Accipiter nisus,1960,11/04/1960
Sparvhök, Accipiter nisus,1970,11/05/1970
Sparvhök, Accipiter nisus,1971,21/04/1971
Sparvhök, Accipiter nisus,1972,06/04/1972
Sparvhök, Accipiter nisus,1977,25/04/1977
Sparvhök, Accipiter nisus,1978,10/05/1978
Sparvhök, Accipiter nisus,1979,25/04/1979
Sparvhök, Accipiter nisus,1982,26/04/1982
Sparvhök, Accipiter nisus,1983,16/03/1983
Sparvhök, Accipiter nisus,1984,16/04/1984
Sparvhök, Accipiter nisus,1985,14/04/1985
Sparvhök, Accipiter nisus,1986,29/04/1986
Sparvhök, Accipiter nisus,1987,20/05/1987
Sparvhök, Accipiter nisus,1988,28/03/1988
Sparvhök, Accipiter nisus,1989,19/04/1989
Sparvhök, Accipiter nisus,1990,01/05/1990
Sparvhök, Accipiter nisus,1991,08/05/1991
Sparvhök, Accipiter nisus,1992,26/04/1992
Sparvhök, Accipiter nisus,1993,11/04/1993
Sparvhök, Accipiter nisus,1994,28/04/1994
Sparvhök, Accipiter nisus,1995,11/05/1995
Sparvhök, Accipiter nisus,1996,02/04/1996
Sparvhök, Accipiter nisus,1998,23/04/1998
Sparvhök, Accipiter nisus,1999,07/04/1999
Sparvhök, Accipiter nisus,2001,09/04/2001
Sparvhök, Accipiter nisus,2003,15/04/2003
Sparvhök, Accipiter nisus,2006,07/04/2006
Sparvhök, Accipiter nisus,2008,28/04/2008
Sparvhök, Accipiter nisus,2009,27/04/2009
Sparvhök, Accipiter nisus,2011,27/04/2011
Sparvhök, Accipiter nisus,2012,04/04/2012
Sparvhök, Accipiter nisus,2013,15/04/2013
Sparvhök, Accipiter nisus,2014,09/04/2014
Sparvhök, Accipiter nisus,2015,04/05/2015
Sparvhök, Accipiter nisus,2016,04/05/2016
Sparvhök, Accipiter nisus,2017,18/04/2017
Spillkråka, Dryocopus martius,1998,24/04/1998
Stare, Sturnus vulgaris,1950,01/06/1950
Stare, Sturnus vulgaris,1951,31/05/1951
